movie_id,title,cast,crew,id,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
,Ruud Smulders: Bruud,,,823676.0,0.0,0.0,Released,2021-04-23,0.0,41.0,False,,0.0,,,nl,Ruud Smulders: Bruud,Dutch comedian Ruud Smulders offers the spectators a peek into his thoughts.,0.6,/2iU6zyEAE8mDIdFrSipSg77hzeZ.jpg,,Comedy,,,Dutch,
,不能戳的秘密2：國家機器,,,823677.0,0.0,0.0,Released,,0.0,0.0,False,,0.0,,,zh,不能戳的秘密2：國家機器,,0.6,,,,,,,
,Koga the Dictator,,,823678.0,0.0,0.0,Released,2015-07-18,0.0,79.0,False,,0.0,,tt4777390,ja,独裁者、古賀,"Koga is a wimp and is being bullied at school even by a girl. Soejima comes to his defense, but is now a target of the two bullies as well. Koga and Soejima are attracted to one another. Is it their mutual victimhood or actual love or could those two things be one and the same in this case?",0.6,/cU0vVk1ot2LD0g5btEFJAenCSFX.jpg,,,,,Japanese,
,Un film à faire,,,823679.0,0.0,0.0,Released,1970-04-21,0.0,0.0,False,,0.0,,,fr,Un film à faire,,0.6,,,,,France,,
,Seasickness,,,823680.0,0.0,0.0,Released,,0.0,24.0,False,,0.0,,,fa,دریازدگی,It tells the story of an old musician who suffers from a mental crisis after the death of his wife and has an appointment by the sea.,0.6,/aXKcUShXiytAdx1x4sLdT63PzJf.jpg,Seasickness,Drama,Iranian Youth Cinema Society (IYCS),Iran,Persian,
,Un programme d'avant-garde,,,823681.0,0.0,0.0,Released,1970-04-21,0.0,0.0,False,,0.0,,,fr,Un programme d'avant-garde,,0.6,,,,,France,,
,機器人夢遊症,,,823682.0,0.0,0.0,Released,2016-08-03,0.0,0.0,False,,0.0,,,zh,機器人夢遊症,,0.6,/dHzjDKTlx64qtUZAhtPN4QpOApQ.jpg,,,,,,
,"Positif-Negatif, notre film",,,823683.0,0.0,0.0,Released,1970-05-01,0.0,0.0,False,,0.0,,,fr,"Positif-Negatif, notre film",,0.6,,,,,France,,
,Albertina,,,823656.0,0.0,0.0,Released,2021-09-27,0.0,95.0,False,,0.0,,,pt,Albertina,"At the beginning of the 20th century, in the interior of the municipality of Imaruí, in the state of Santa Catarina, a Christian soul was born that persists in believing in human goodness, despite the iniquities of this world. She is Albertina, the daughter of colonists of Catholic German descent. Even at an early age, she finds serenity and spiritual comfort in faith. His life is a response and undeniable proposal to the misfortunes and challenges of society at all times. His charisma and testimony attract the best in human beings, but also the worst that can be.",0.6,/xm7Fow4H87rnRzyXz0hjny7q8bj.jpg,,Drama,Boa Nova Films,Brazil,Portuguese,
,Senior Servant,,,269985.0,0.0,0.0,Released,2011-01-01,0.0,95.0,False,,0.0,,,en,Senior Servant,"A bitter household domestic who feels hard done by discovers a secret in the household where he works and uses the new found information to his advantage, starting with the blackmailing of his boss. [parts 1-2]",0.6,,,,,,,
,O Alence a káčeti,,,823654.0,0.0,0.0,Released,1954-01-01,0.0,0.0,False,,0.0,,,cs,O Alence a káčeti,,0.6,,,Documentary,FAMU,Czechoslovakia,Czech,theater play
,Les dents de ma mère,,,823653.0,0.0,0.0,Released,1991-01-01,0.0,0.0,False,,0.0,,tt0250325,en,Les dents de ma mère,"Paulette, Jean-Christophe's mother, talks too much; after ten years of struggle Jean-Christophe notices that Paulette talks less, but one night he sees his mother's dentures in a tooth glass. Kind friends explain to him that Paulette has passed from the oral stage to the sadistic oral stage. The mother shows her teeth, I love you, I crunch you, it's sure death...",0.6,/162jKLu7Hv8gpPvJkpbZFYJpHFC.jpg,,,,,,
,Bendito Machine Saga,,,823621.0,0.0,0.0,Released,2020-01-01,0.0,53.0,False,,0.0,https://www.benditomachine.com/,,xx,Bendito Machine Saga,"Bendito Machine is a series of simple-minded organisms and their dazed relation with machines. Gentle creatures that survive in a state of perpetual dependence, where artifacts mark the passage of a glorious future. Everything you need is the spark of life, obey his commands, fuel the machines, pull the trigger and carry on…",0.6,/8SGUfC15la3U557Hph7RmiL4hv5.jpg,6 short tales about charming vertebrate creatures and their holy machines.,"Animation, Science Fiction, Fantasy","Zumbakamera, Autour de Minuit",,,
,Goonj,,,823622.0,0.0,0.0,Released,1989-03-07,0.0,0.0,False,,0.0,,tt0172509,hi,Goonj,"Wedged in a political chaos, Sanjeev has to prove his innocence for a murder he did not commit and expose the real rogue, MLA Kalekar. But, the culprit is also the father of the girl he loves.",0.6,/67vnxA7Cu0h94JYn0wzbMNrEm5z.jpg,,,,,,
,At a Distance,,,823623.0,0.0,0.0,Released,2021-05-01,0.0,71.0,False,,0.0,http://kaliningradfilmfestival.ru/distance,,ru,На дистанции,"The film shows the whole background of the new reality that the world faced in the spring of 2020. Paradoxically, the most severe ordeal in the last 20 years has brought people together, while dividing them. Loneliness became a catalyst for internal changes for the six Russian-speaking characters of the film from different countries. Distanced from the usual life, for a month they filmed video diaries and learned to interact with the world in the new conditions of strict restrictions. Everything that is shown on the screen is pure improvisation, non-stop life, sincere feelings without censorship. The truthfulness of what is happening is emphasized by one of the most innovative technological formats — screenlife.",0.6,/rVR0URgvRar5h9HYydTz1m1JkCp.jpg,,Documentary,Gorky Film Studios,Russia,Russian,
,M.L.A. Natha Singh,,,269995.0,0.0,0.0,Released,2011-01-11,0.0,147.0,False,/toG8Xa9ssk5Ctr1mD54YROpIdpm.jpg,0.0,https://www.youtube.com/watch?v=ucC1nbQIe_U,tt2428104,hi,M.L.A. Natha Singh,"This Punjabi Movie, M.L.A. Natha Singh is a political satire using Punjab as a backdrop,it is a funny perspective on the political scenario in Punjab. It has old punjabi style and humor..... with melodious punjabi songs.",0.617,,,Comedy,Singh Movies,India,"Hindi, Punjabi",
,Corky of Gasoline Alley,,,269991.0,0.0,0.0,Released,1951-09-17,0.0,80.0,False,/4Q8swidp3mHcHcHIqE2jZYA4iGQ.jpg,0.0,,tt0043427,en,Corky of Gasoline Alley,A small town family discovers an unwanted houseguest is harder to eject than they expected. Comedy.,0.944,/5rsjyKcIuySOiMg9PRC0tzQFc1Q.jpg,,Comedy,Columbia Pictures,United States of America,English,"deception, bankruptcy"
,Abstract Minuet,,,823626.0,0.0,0.0,Released,2019-03-14,0.0,1.0,False,,0.0,,,ru,Абстрактный менуэт,"Graphic fantasy on the theme of the minuet from the cycle ""Everything Dances"".",0.6,,,Animation,Plasticine Studio,Russia,Russian,
,Rozlučky se svobodou,,,823627.0,0.0,0.0,In Production,,0.0,0.0,False,,0.0,,,cs,Rozlučky se svobodou,,0.6,,,,,Czech Republic,Czech,
,Little Big Dream,,,823628.0,0.0,0.0,Released,2020-10-30,0.0,5.0,False,,0.0,,,ru,Маленькая большая мечта,"A person is allowed a big dream while he is small, then this right disappears somewhere. You need to do serious, reasonable, mundane things. But even an adult without a big dream will not be able to be happy. The film is about how a small child returned his mother's dream.",0.6,/kTZiT0r4lSBzv5XATOlVmD3Lg8C.jpg,,Animation,Snega Film,Russia,Russian,
,Oonche Log,,,823629.0,0.0,0.0,Released,1985-11-08,0.0,0.0,False,,0.0,,tt0158047,en,Oonche Log,"After Thakur Vikram Singh's driver kills a woman in an accident, he decides to adopt her son. Few years later, after the Thakur's death, his sons realise that he may have been murdered.",0.6,/nebKOmXoWhdJ16S3xeCVUSDcx85.jpg,,,,,,
,Mashka The Cat,,,823630.0,0.0,0.0,Released,2020-03-12,0.0,13.0,False,,0.0,,,ru,Кошка Машка,"A brave little cat nicknamed Masha perfectly catches mice, isn't afraid of a big rat and dreams of a pink bow.",0.6,,,Animation,VIB Film Studio,Russia,Russian,
,Socks-Dance,,,823632.0,0.0,0.0,Released,2021-05-01,0.0,1.0,False,,0.0,,,ru,Носки-дэнс,"In the cycle ""Everything Dances"", a variety of inanimate objects are used, this time on the dance floor – reckless socks taken on a tablet.",0.6,,,Animation,Plasticine Studio,Russia,Russian,
,Une Aventure Sibérienne,,,823633.0,0.0,0.0,Released,2019-11-11,0.0,0.0,False,,0.0,,,fr,Une Aventure Sibérienne,,0.6,/fUmkC9td5lv6smAnLspNX8okXMd.jpg,,Documentary,,France,French,
,"Revolutionary, Film",,,823634.0,0.0,0.0,Released,2021-03-20,0.0,90.0,False,/A8HwXcPput2gAdYOZFiRmygD5ka.jpg,0.0,,,en,"Revolutionary, Film","This is not a Rockumentary. You can’t sell 1000 tickets to a show and then make a Rockumentary. No one cares. But what if you and your best friend had spent 5 years playing in the middle of the mall a few blocks down from the venue? What if you had spent 10 years chasing down the version of yourself you felt you could become, but never did, until now? What if for 90 minutes you DIDN’T feel like no one was listening ... like for the first time in your life the experience matched the potential and you had actually achieved something that matched the goal you set for yourself in high school?  You still shouldn’t make a Rockumentary, and you might consider changing your goal.  In this 90 minute Live Show-Rockumentary-Fourth-Wall-Breaking-Future Hunt, Winterbourne’s dynamic live show is interwoven with moments between fictional ‘present’ Jordan and the camera, as he and James walk themselves through their own story in an attempt to make sense of it.",0.6,/5H6CivZGd5qSTqgiWR7tjQofhea.jpg,,,,,English,
,Stukas of the Sea: German Speedboats  in World War II,,,269987.0,0.0,0.0,Released,2004-03-21,0.0,65.0,False,,0.0,,,en,Stukas of the Sea: German Speedboats  in World War II,"This documentary uses original newsreels to tell the story of the German Stukas deployed in the Second World War. Designed as small, high-speed torpedo boats, there were approximately 200 Stukas built and used in the Channel, the Mediterranean and the Black Sea, sinking 40 warships and 100 merchant ships over the course of the war.",0.6,,The story of German Torpedo Boats in WWII.,,,,,
,Walk a Crooked Path,,,269986.0,0.0,0.0,Released,1969-08-31,0.0,88.0,False,,0.0,,tt0195398,en,Walk a Crooked Path,"Set in an exclusive boy's school, about a man who plans to kill off his wealthy teacher wife by encouraging her to drink and pushing her into suicide. To assist him he recruits a young student who will claim that he was sexually assaulted by her. (from: http://ftvdb.bfi.org.uk/sift/title/390627)",0.6,,,"Drama, Crime",,United Kingdom,English,"suicide, blackmail, lgbt"
,Superbowl XLII New York Giants,,,823638.0,0.0,0.0,Released,,0.0,72.0,False,,0.0,,,en,Superbowl XLII New York Giants,Highlights of the Giants superbowl season,0.6,/rrxmuYE3Dy4ycziE5xWWEXvntwo.jpg,,,,,,
,The Robot,,,823639.0,0.0,0.0,Released,2021-05-01,0.0,1.0,False,,0.0,,,ru,Робот,The robot as a dancer does not interfere with anything – even wrenches instead of legs.,0.6,,,Animation,Plasticine Studio,Russia,Russian,
,Development School,,,823641.0,0.0,0.0,Released,2019-03-12,0.0,5.0,False,,0.0,,,ru,Школа развития,"One day in the life of a modern six-year-old girl, painted by the clock. Ballet, singing, English, and finally a swimming pool. But for a child, all this ""development stuff"" pales before the natural process of tooth loss!",0.6,/4NUh5m8gjBdpB9xopNZOeuzbetO.jpg,,Animation,Snega Film,Russia,Russian,
,Flow,,,823643.0,0.0,0.0,Released,2020-10-30,0.0,11.0,False,,0.0,,,ru,Клов,"In the village, where live seven little goats with a mother Goat, three piglets, Granny and Red Riding Hood, returns the Wolf, who is now called Flow. He's vegan, plays the ukulele, and doesn't eat anyone. The villagers at first do not believe in the transformation of Flow, but in his favor is the friendship with the little goat with special features.",0.858,,,Animation,Diversity Studio,Russia,Russian,
,"Lill, Brasse och Magnus på Berns",,,823647.0,0.0,0.0,Released,1973-03-15,0.0,0.0,False,/fiRkyQjaH4XMQQP0gqqLoVsLxyb.jpg,0.0,,,sv,"Lill, Brasse och Magnus på Berns",,0.6,/3izd9CmzecSPy1TcXwZgKqCkc4Y.jpg,,,,,,
,La maestrina,,,823649.0,0.0,0.0,Released,1942-10-08,0.0,83.0,False,,0.0,,tt0035012,it,La maestrina,"In a small mountain town, a new teacher arrives, Maria Bini, who, with her extreme confidentiality, arouses people's curiosity and gossip. The young mayor of the village feels attracted to the girl and begins to court her.",1.4,/s8CPwJkk0vXKkOonA3tWVdaVISd.jpg,,Drama,Nembo Film,Italy,Italian,
,History Today,,,823651.0,0.0,0.0,Released,,0.0,0.0,False,,0.0,,,en,History Today,Newman and Baddiel discuss history,0.6,/xQzN3kkdOQByDyYpRLcWiKzLiSX.jpg,,,,,,
,Nová směna,,,823652.0,0.0,0.0,Released,1952-01-01,0.0,0.0,False,,0.0,,,cs,Nová směna,,0.84,,,Documentary,FAMU,Czechoslovakia,Czech,
,Kaa,,,824339.0,0.0,0.0,Released,1966-08-05,0.0,165.0,False,/lDMunPFAxBzPrhbgYBrF8j4FIaA.jpg,0.0,,tt0317786,or,କା,Nandika is childless after 8 years of marriage to Sunanda and she persuades him to remarry. Sunanda and second wife Lalita move to the city and Nandika finds she is pregnant and follows them.,0.6,/8byqeYi4Va2YhRpX0pO9OVOL0lb.jpg,,Drama,,India,,
,Lovers Without Sin,,,824341.0,0.0,0.0,Released,1953-07-19,0.0,0.0,False,,0.0,,tt0244394,it,Amanti senza peccato,,0.6,/rBlpYpLRtVFYdSYJUYjITXNA237.jpg,,Drama,,,,
,Le Garage,,,825471.0,0.0,0.0,Released,1979-01-01,0.0,22.0,False,,0.0,,,fr,Le Garage,"In 1977, some teenagers from Alfortville, Vitry-sur-Seine and Val-de-Marne estates created the Collectif Mohamed and made three shorts. They wanted to produce their own images and stories, created by themself and not by other people. They wanted to investigate the projects where they lived, to produce a political speech and give substance to their own revolt.",0.6,/hqbC8KO7UbBerhRGWAnkNdcsRzp.jpg,,,,France,French,
,Jimmy Apple II,,,825075.0,0.0,0.0,Released,2018-01-01,0.0,75.0,False,/kiJ53bqLuSXquMzu0mZfeONoGtl.jpg,0.0,,,en,Jimmy Apple II,"Conspiracy theorist and former Detective Jimmy Apple (Steve Inman) is back and hot on the trail when it comes to martians, gangsters, and the underground business of human beef. This time Apple is sent on an undercover mission in hopes of uncovering the conspiracy of prisoners being transported out of this world for Alien consumption in this Over The Top, Micro-Budget Sci-Fi Comedy.",0.6,/4Y4ic9iL9AZwBbP9iPzWRZWpY7X.jpg,,"Science Fiction, Comedy",,,,
,VR - Stepfather-Stepdaughter Incest Mikako Abe,,,825063.0,0.0,0.0,Released,2019-08-09,0.0,53.0,True,/6mx28GaNquxEFwHYNr4exjpcWj8.jpg,0.0,,tt11748040,ja,父娘相姦 あべみかこ,"My beloved daughter shows her underwear, chest, buttocks, etc. to her dad. Kiss with a lovely expression and show off masturbation in front of you. The daughter who instructed Ona while seducing her dad, ""Daddy? You're getting bigger?"" Carefully licks your dad's dick and makes you squid. In addition, the temptation of the daughter escalate and straddle herself for incest sex! My father and daughter have vaginal cum shot with forbidden dense sex...",5.579,/gMcU7z3u36ZOzqlS3YG9Wsgsmh5.jpg,,Drama,,Japan,,"incest, small tits, family roleplay"
,The Counterfeiters,,,825064.0,0.0,0.0,Released,1951-09-21,0.0,90.0,False,/iMHu0xNVhik3p6E9J59k0xAtkgu.jpg,0.0,,tt0042446,it,I falsari,Producers of phony currency become the object of a crackdown by law enforcement agencies.,1.509,/r0FNg5InJMbrPUXlBUqaEGjwi3J.jpg,,Crime,Gallo,,Italian,counterfeiter
,Philipp,,,825065.0,0.0,0.0,Released,2010-06-01,0.0,0.0,False,,0.0,,,de,Philipp,,0.6,/8gutcZ5QN8amV2YFZPMWgqjWnic.jpg,,,,Germany,,
,Krejčovská povídka,,,825067.0,0.0,0.0,Released,1954-06-18,0.0,0.0,False,,0.0,,tt0287526,cs,Krejčovská povídka,,0.805,,,Drama,Studio uměleckého filmu Praha,,Czech,
,红色背篓,,,825068.0,0.0,0.0,Released,1965-01-01,0.0,0.0,False,,0.0,,,zh,红色背篓,,0.6,/dBzXgF6KNLbpOnao1SvLffjId6F.jpg,,,,,,
,Little Sister Keeps His Brother From Dating Using Full-Force Creampies Mikako Abe,,,825069.0,0.0,0.0,Released,2017-04-08,0.0,120.0,True,/lE5rEpH3sNlWTutyUxuDOCyB3pN.jpg,0.0,,tt6928514,ja,お兄ちゃんの交際を全力の中出しで阻止する妹 あべみかこ,"A younger sister who tries to prevent me from dating her with all her might. Absolutely no... Creampie with my sister... Swinging between reason and libido... Forbidden incest creampie... What should I do! My greedy younger sister begs for vaginal cum shot anytime, anywhere! !! I can't run away... I mean, I don't want to run away because I feel so good... No! No! We are brothers and sisters!!",0.6,/9WnjK3sKXfZNGHGmxa5GX2Ud8aP.jpg,Older brother !! What's good about her ??? I love her older brother !!!,Drama,Hon Naka,Japan,Japanese,"creampie, cuckold, pov (point of view)"
,My Father's Garden,,,269501.0,0.0,0.0,Released,,0.0,56.0,False,,0.0,,tt0245304,en,My Father's Garden,"My Father's Garden is an engrossing documentary about the use and misuse of technology on the American farm. The main story concerns Fred Kirschenmann, organic farmer and leader in the sustainable agriculture movement. Fred's message is deeply serious. We are rapidly losing the natural resources and human wisdom that are necessary to grow food...but there is a way out of this dilemma. Intertwined with Fred's story is the personal narrative of the filmmaker, told through the use of home movies from the 1950's. Her father was a successful and innovative farmer at the dawn of the chemical era in agriculture. His use of the new miracle sprays enabled him to utterly transform their Florida farm into a man-made paradise. My Father's Garden is at its essence a story of hope. By examining the central philosophies that guide our relationship with nature, the film shows how each of us can bring health and beauty back into the Garden, our planet.",0.6,/9U8pMed2y5NxStaCrsfRhsNWHC7.jpg,,,,,,
